word,corrected
mashaallah,masya Allah
teralihkan,teralihkan
aquietplace,a quiet place
cargloss,
ngadepin,menghadapi
nyombongin,menyombongkan
ribu,ribu
mengawasi,mengawasi
merokok,merokok
dibalikin,di balikan
berujung,berujung
memberimu,memberi mu
caci,caci
khusu,khusus
ramaimu,ramai mu
gppa,tidak apa apa
kekasihku,kekasih ku
nan,
gblk,goblok
kambek,kembali
lhoo,loh
naas,nahas
pinjem,pinjam
bat,
guest,tamu
bpkibu,bapak ibu
opor,opor
ibanking,
ngiri,mengiri
nyerang,menyerang
adakah,ada kah
ngeress,ngeres
berkelit,berkelit
sesingkatnya,sesingkatnya
ngeblurrr,buram
sumpe,sumpah
kebeli,terbeli
nuduh,menuduh
bongakkk,bongak
tangguh,tangguh
komix,komix
keciduk,terciduk
malese,malas
begimana,bagaimana
deflasi,deflasi
kelakuanmu,kelakukan mu
memimpin,memimpin
penyemangat,penyemangat
dianggep,dianggap
msg,pesan
sekian,sekian
jln,jalan
yaudah,ya sudah
mahasiswa,mahasiswa
kka,
card,kartu
resto,restoran
doyoung,doyoung
tuesday,selasa
diblok,di blokir
nd,
attack,menyerang
bolos,bolos
moron,bodoh
traumanya,traumanya
ciut,ciut
islahdiri,
strong,kuat
xberani,tidak berani
rencanakan,merencanakan
cuma,cuma
meant,bermaksud
merk,merek
berfikir,berpikir
hidungnya,hidungnya
ijinin,izinkan
syit,
jokower,jokowi
hpalah,apa lah
passion,gairah
ditindas,di tindas
army,tentara
sembab,sembab
separuh,separuh
bpn,BPN
symikir,saya berpikir
pencipta,pencipta
noh,nah
sahurzone,zona sahur
penyamarannya,penyamarannya
memutih,memutih
elma,elma
gamers,gamers
pojokan,pojokan
berpuasaapalagi,berpuasa apalagi
turut,turut
wajarkan,wajarkan
terjengkang,terjengkang
than,
istriibu,istri ibu
emang,memang
suami,suami
qbulanterangnya,bulan terangnya
gicuuuuu,begitu
gimanabeli,bagaimana beli
azure,
kesurupan,kesurupan
pidato,pidato
semena,semena
nimbrung,menimbrung
supir,sopir
ketergantungan,ketergantungan
mohon,mohon
diajarkan,diajarkan
jokesnya,leluconnya
ajak,ajak
ksel,kesal
paytren,
tangismu,tangis mu
ontime,tepat waktu
caption,keterangan
umkm,UMKM
shufle,mengacak
mbarek,
pelaria,pelarian
pade,
optimis,optimis
berngkat,berangkat
training,berlatih
jiang,
dilekatkan,dilekatkan
yakedip,ya kedip
senandungku,senandungku
tewtew,
dikunyah,di kunyah
da,
biskuit,biskuit
airport,bandara
juli,juli
haduu,aduh
bukankah,bukankah
discon,diskon
penyayang,penyayang
tanganku,tangan ku
rela,rela
sejatuh,
kwik,
kekaguman,kekaguman
menyadarkan,menyadarkan
bt,
mantai,memantai
dinihari,dini hari
jun,jun
masha,masha
temani,menemani
apaan,apaan
persen,persen
ngegaji,menggaji
tengok,tengok
kebukti,terbukti
celotehreceh,celoteh receh
lost,hilang
aslinya,aslinya
cecepy,cecepy
bff,teman baik
albumnya,albumnya
temenan,berteman
sosmed,media sosial
keadilaan,keadilan
kontennya,kontennya
big,besar
tausiah,
ktika,ketika
jugak,jua
mngcap,mengecap
jwbnnya,jawabannya
baguslah,bagus lah
didapat,didapat
disekolah,di sekolah
pingin,ingin
ngisi,mengisi
pux,
ae,
ceritakaa,ceritakan
ihh,ih
dituntun,dituntun
kepda,kepada
mnta,minta
sih,sih
penghianatan,pengkhiatan
earth,bumi
luh,
tidakmakan,tidak makan
penentu,penentu
infeksius,infeksi us
biasane,biasanya
nik,NIK
mengamatimu,mengamatimu
smpai,sampai
packingpgnnya,packing inginnya
bhkan,bahkan
bbrapa,beberapa
xp,
menjalaninya,menjalaninya
diusirlah,diusir lah
kabbekasi,kabupaten bekasi
guegaenak,saya tidak enak
yakult,yakult
hamdalah,hamdalah
kasarin,mengasari
keledai,keledai
fb,facebook
mengabaikan,mengabaikan
keramatkan,keramatkan
ciptaanmu,ciptaan mu
mengudarakan,mengudarakan
iya,iya
piawai,piawai
padahal,padahal
ngetwit,ngetwit
disingkron,di sinkron
ble,
vv,
nyantai,bersantai
kristenisasi,kristenisasi
serem,seram
harrasment,pelecehan
inayahk,
disayangsayang,disayang sayang
celengan,celengan
melt,
buruburu,buru-buru
kepunjulen,
denki,dengki
mesem,masam
kaocha,
us,
goa,gua
ketarketir,ketar-ketir
rapper,rapper
temui,menemui
rider,
harianaknasional,hari anak nasional
dipermalukan,dipermalukan
karna,karena
senen,senin
pelayanan,pelayanan
smoga,semoga
trdahuluskrg,terhadulu sekarang
ibuku,ibu ku
senduro,
bf,pacar
bulir,bulir
rabiah,
mensnya,menstruasinya
kerjaannya,kerjaannya
disisinya,di sisinya
nipu,menipu
terlihat,terlihat
menatapmu,menatap mu
bikinin,membuatkan
ahmad,ahmad
itumakin,itu makin
berdiritapi,berdiri tapi
sayangkan,sayang kan
merangkak,merangkak
bergurau,bergurau
langsunh,langsung
mulianya,mulianya
rianna,rianna
ohiya,oh iya
semuanya,semuanya
anteu,
chatting,
hebatnya,hebatnya
syair,syair
tot,
persetujuan,persetujuan
smith,
gimanayaa,bagaimana ya
hrus,harus
riding,
ngapah,mengapa
ditambah,di tambah
year,tahun
nangkring,nangkring
dihalaman,di halaman
dialah,dia lah
ditabung,ditabung
sayangmu,sayang mu
sedihrasanya,sedih rasanya
smga,semoga
abi,abi
dibandingin,dibandingkan
pimpin,pimpin
mumun,mumun
pokemon,pokemon
kau,kau
video,video
nyetrika,menyertrika
kamui,
lernah,pernah
menyiram,menyiram
kompre,
menunduk,menunduk
brng,
formuli,formula
bhe,
ibnu,ibnu
hottest,terpanas
ingget,ingat
aliando,aliando
politikus,politikus
perlindungan,perlindungan
tidaknya,tidaknya
pemasukan,pemasukkan
disentil,disentil
kesenggol,tersenggol
hepatitis,hepatitis
sekalinya,sekalinya
sayanggggg,sayang
selucu,lucu
krn,karena
driver,pengemudi
bngt,banget
oatnya,oatnya
terciptanya,terciptanya
baitullah,
privat,privat
blablablablabla,blabla
golongannya,golongannya
indfess,
kom,
pln,PLN
menguping,menguping
ngechat,berbincang
espresso,espresso
please,memohon
el,
ugmjuara,UGM juara
flash,kilatan
linimasa,lini masa
tiputipu,tipu tipu
nggk,tidak
mh,
pelan,pelan
filmatau,film atau
isis,isis
buronan,buronan
dibenahiagr,di benahi agar
catalonia,catalonia
yerim,yerim
pensiunpengamat,pensiun pengamat
bgttt,banget
opa,
wuish,
yuk,yuk
aiptu,
meng,
lhoaku,loh aku
baginya,baginya
salty,
pret,
kodya,
kartukarna,kartu karena
shan,
dzolimi,
ukhti,ukhti
presidennya,presidennya
concern,kekhawatiran
nye,nya
diread,dibaca
dirujuk,dirujuk
thun,
sunlight,
kesiapan,kesiapan
soflen,softlense
materimu,materi mu
memperbaharui,memperbarui
membahas,membahas
aga,
thabathabai,
kelilingin,mengelilingi
paksaan,paksaan
yaak,iya
evidence,bukti
dodol,
diselenggarakan,diselenggarakan
dngerin,dengarkan
pengajiannya,pengajiannya
wisatawan,wisatawan
kepapr,terpapar
diakarena,dia karena
relationshit,
kr,
loss,kehilangan
rintangan,rintanga
indomulai,indonesia mulai
bosen,bosan
yummy,enak
speak,berbicara
nyeplak,jiplak
tarkul,
memikirkanmu,memikirkan mu
teruji,teruji
caoer,cari perhatian
nampakin,menampakkan
sllu,selalu
manggarai,manggarai
menggendongku,menggendong ku
kuisioner,kuisioner
bhw,
diganti,diganti
sekatsekat,sekat-sekat
again,lagi
terbakarwaduh,terbakar waduh
addict,candu
creator,pembuat
ketimpangan,ketimpangan
tatanan,tatanan
bujet,buset
canyol,
huuhhh,
mommy,ibu
ikuti,mengikuti
tdak,tidak
diciduk,
paakkk,pak
jadinya,jadinya
meraup,meraup
seohyun,seohyun
sokonandi,
konsumsi,konsumsi
laudya,
jatinegara,jatinegara
eskrim,es krim
gibran,gibran
cowokku,lelaki ku
fever,demam
god,Tuhan
hhhh,tertawa
anget,hangat
menggerus,menggerus
ngurangin,mengurangi
nyamain,menyamakan
ngentot,
pencak,pencak
berihtikaf,beritikad
tiktok,tiktok
running,berlari
hoek,muntah
dihajar,dihajar
ofensif,ofensif
hadapan,hadapan
meletus,meletus
u,u
ekspresikan,ekspresikan
wkwkwkwi,wkwk
atw,
malino,
seleher,satu leher
pantatnya,pantatnya
tambahin,menambahkan
merakyat,merakyat
disebut,disebut
akur,akur
cadassss,
qyara,
disosor,disosor
design,desain
vedevah,bedebah
fakultas,fakultas
hoax, hoax
sumpel,menyumpal
tetangga,tetangga
nipunya,menipunya
dijalam,di jalan
islammujaga,islam mu jaga
gang,
beliu,
broken,hancur
tengkyu,terima kasih
gofood,gofood
penjajah,penjajah
kriminal,kriminal
ancoooree,hancur
dancers,penari
cobaan,cobaan
kelulusan,kelulusan
dengki,dengki
mikil,
gabakalan,tidak akan
ahead,di depan
negosiasi,negosiasi
dihubungkan,dihubungkan
gilasih,gila sih
jelasplease,jelas tolong
dilapor,dilaporkan
lha,lah
padanya,padanya
zon,
ddk,
quotesoftheday,quotes of the day
mengabiskan,menghabiskan
mnjelaskannyasila,menjelaskannya sila
nyuci,mencuci
hubungannya,hubungannya
minimarket,minimarket
matur,matur
pelita,pelita
kelindes,terlindas
jamak,jamak
ridho,ridho
zohri,zohri
nglanggar,melanggar
tanggalan,tanggal
plenga,
butiran,butiran
appli,
pesennya,pesannya
mll,
cucu,cucu
tinggalin,meninggalkan
anjyr,anjing
visit,mengunjungi
pbb,pbb
ibs,ibs
aslii,asli
rahangnya,rahangnya
langgeng,langgeng
kerjateruss,kerja terus
berapa,berapa
jengggg,jeng
googling,mencari 
slama,selama
sebegitunya,sebegitu nya
judulnya,judulnya
row,baris
haechan,heachan
shuffle,mengacak
gadengerin,tidak mendengarkan
sekalii,sekali
sukain,menyukai
absurb,konyol
sembarangan,sembarangan
biarpum,biarpun
ratusan,ratusan
spty,sepertinya
hatii,hati
sms,pesan
jinak,jinak
hijrah,hijrah
liberal,liberal
membakar,membakar
sebatas,sebatas
ahahahaha,tertawa
days,hari
sodaraku,saudara ku
singkirkan,menyingkirkan
menjemputnya,menjemputnya
jalanin,menjalankan
lecehkan,melecehkan
fan,pengikut
replyannya,balasannya
tinggalkan,tinggalkan
burungnyaliar,burungnya liar
udin,sudah
idolakumasku,didola ku mas ku
price,harga
seruannya,seruan nya
mengecewakan,mengecewakan
gurunya,gurunya
suek,sial
singaraja,singaraja
hohoho,tertawa
tepatnya,tepatnya
nampol,memukul
dikepala,di kepala
bagaimanajangan,bagaimana jangan
weareoneexo,kami adalah satu exo
jaman,jaman
pmrth,
milad,
hoream,
tauanhahahahasatu,tertawa
snm,seleksi nasional masuk
cujup,cukup
orangtua,orang tua
yani,yani
sunyi,sunyi
ga,tidak
mendata,mendata
darahku,darah ku
separagraf,satu paragraf
kulalui,ku lalui
sokorr,syukur
abud,abud
memonitor,memonitor
rudyatmo,rudyatmo
tegaklurus,tegak lurus
diambilnya,di ambil nya
softskillnya,soft skill nya
ecek,mudah
mayanlah,lumayan lah
larang,larang
lumajang,lumajang
sesederhana,se sederhana
vurnerable,rentan
ngpain,sedang apa
kerahasiaan,kerahasiaan
capungnya,capungnya
buhan,buhan
masakan,masakan
ono,itu
verif,verifikasi
perna,pernah
serasa,serasa
berubahtanyakan,berubah mempertanyakan
busuknya,busuknya
mainstream,biasa
maju,maju
bergandengan,bergandengan
ceritain,menceritakan
rizik,rizieq
mandang,memandang
yudisium,yudisium
peruntukkan,peruntukkan
imajinasiku,imajinasi ku
bagen,membiarkan
bahaha,tertawa
ireland,ireland
marilah,mari lah
breng,bersama
mamahnya,ibu nya
ataupun,maupun
dikritisi,di kritisi
plaakkk,plak
mustajab,mustajab
coy,coy
kayaterkenal,kaya terkenal
brondong,berondong
sensitif,sensitif
laboratorium,laboratorium
himasifo,hima sifo
uneasy,gelisah
tersudut,tersudut
familytime,waktu keluarga
didatengin,di datangi
solat,salat
mndoakan,mendoakan
dituduh,tertuduh
menyelimuti,menyelimuti
guaaaa,saya
logo,logo
dibikinasikaja,dibuat asik saja
iniandai,ini andai
penerjemahan,penerjemahan
serakahlah,serakah lah
bagimu,bagi mu
mejagong,meja gong
nayla,nayla
outbound,keluar
bedakan,membedakan
bawaannye,bawaan nya
event,acara
airmas,air mas
fans,pengkut
tungguin,menunggu
smpt,sempat
charafollowers,pengikut chara
idolbyopera,idol by opera
gilasehhhh,gila sih
ngalor,ngalor
korean,orang korea
ngapain,sedang apa
diolesi,di oles
whutttt,apa
sahur,sahur
joachim,joachim
nahdlatululama,nahdlatul ulama
restu,restu
rautan,rautan
cicilan,cicilan
punya,punya
input,masukkan
inshaaallah,insya allah
bordir,bordir
diakui,diakui
dicemooh,dicemooh
odp,officer development progam
malika,
dibekelin,dibekali
chatmu,pesan mu
kg,kilogram
terbayang,terbayang
tagarmu,tagar mu
carmuk,cari muka
believe,mempercayai
bab,bab
muljam,
dendamkamu,dendam kamu
banyakin,memperbanyak
pmarahanarab,pemarahan arab
penyambunglidahrakyatindonesia,penyambung lidah rakyat indonesia
nyimpeninnya,menyimpannya
bazarpesonamudiklebaran,bazar pesona mudik lebaran
akhrnya,akhirnya
kepoooo,kepo
disaan,disana
dirahmati,di rahmati
sibuknya,sibuknya
ditujuan,di tujuan
topic, 
cayo,
kesini,ke sini
kurusin,menguruskan
cipali,cipali
kekamar,ke kamar
maskapai,maskapai
ngegerus,menggerus
centil,centil
sakid,sakit
darahnya,darah nya
lagarde,lagarde
tercuci,tercuci
siapkan,mempersiapkan
skaligus,sekaligus
gapunya,tidak punya
mengering,mengering
cemenkudu,payah harus
kmarin,kemarik
pengabdi,pengabdi
lombok,lombok
mnts,
kategori,kategori
bnyk,banyak
ospek,orientasi studi dan pengenalan kampus
perbanyak,memperbanyak
percayasayang,percaya sayang
dodonk,
ngiket,mengikat
melempar,melempar
botolan,botol 
derjat,derajat
rumahcinta,rumah cinta
souma,souma
terimakasih,terima kasih
wgl,
ahir,akhir
arsitek,arsitek
would,akan
gerah,panas
menyebutkan,menyebutkan
sebahagia,se bahagia
balitrip,perjalanan bali
gimanatakut,bagaimana takut
ngomel,memarahi
rumahuya,rumah 
jambon,jambon
kartosoewiryo,karto soewiryo
kebencianya,kebenciannya
berselisiban,berselisihan
palestina,palestina
serba,serba
sahuuuur,sahur
fixed,diperbaiki
halangan,halangan
kacungmu,kacung mu
ngetiknya,mengetiknya
lontaran,lontaran
mabokmabok,mabuk mabuk
sori,maaf
atmosphere,atmosfer
terhormatbpip,terhormat bpip
matek,mati
ddpn,
ikon,ikon
ama,sama
ngelakuinnya,melakukannya
ciptakan,ciptakan
derasnya,derasnya
jadiannya,jadiannya
bucin,budak cinta
ktmu,ketemu
yakk,ya
pusatsaya,pusat saya
launching,meluncurkan
kpu,komisi pemilihan umum
keputusanmu,keputusan mu
begichu,begitu
monica,monica
kepolosan,kepolosan
naujubillah,auzubillah
deng,dong
jokowibersamarakyat,jokowi bersama rakyat
kecewa,kecewa
ituu,itu
bagusan,lebih bagus
ditagih,di tagih
runner,pelari
sekiankan,sekian kan
slogan,slogan
jalannya,jalan nya
ohh,oh
penista,penista
baikan,berbaikan
perawatan,perawatan
kebakarannya,kebakaran nya
typus,tifus
kyk,kayak
terjerat,terjerat
membenci,membenci
slmanya,selamanya
nikahi,menikahi
bumidatar,bumi datar
nolak,tolak
rebahan,rebahan
mtbindo,
sblum,sebelum
mementingkan,mementingkan
diterpa,di terpa
menghapus,menghapus
disampingku,di samping ku
tanyanya,tanya nya
mending,mending
sebening,se bening
bgitu,begitu
kotamalang,kota malang
membujukmu,membujuk mu
x,x
ne,ne
nmanya,namanya
an,an
ketjewalah,kecewa lah
kuceritakan,ku ceritakan
sedih,sedih
univ,universitas
wkkwkkw,wkwk
nuble,nuble
kecemasannya,kecemasan nya
diposisi,di posisi
perfectionist,perfeksionis
musuhin,memusuhi
mbir,
nun,nun
andrebarabere,andre bara bere
niatan,berniat
ketiga,ke tiga
genpitng,
budidaya,budi daya
kluar,keluar
bakalam,akan
blablablaa,bla bla
dilarang,dilarang
blablabla,bla bla
penyemangatku,penyemangat ku
semaleman,satu malam
mengorbankan,mengorbankan
bidadari,bidadari
maapin,maafkan
dihujat,di hujat
happen,terjadi
dudeeee,ayolah
keuanganpun,keuangan pun
mantapp,mantap
seriuscumatulisan,serius cuma tulisan
mangany,manga nya
spa,spa
mengandalkan,mengandalkan
psim,Persatuan Sepakbola Indonesia Mataram
terpesona,terpesona
sohib,teman
winarni,winarni
sincan,shin can
jd,jadi
seriap,setiap
aaahhhh,teriak
kerudung,kerudung
berdoanya,berdoa nya
ditantang,ditantang
seiring,seiring
saveviavallen,menyimpang via vallen
menumpuknya,menumpuknya
jongos,jongos
jawabanjawaban,jawaban jawaban
liberalisme,liberalisme
kegovlokan,kebodohan
desah,desah
sengajanya,sengaja nya
break,istirahat
mis,misal
seriustanya,serius bertanya
disosmed,di media sosial
tementemen,teman teman
dapetinnya,mendapatkannya
dipusatkan,di pusatkan
pangkatan,pangkat
adapakah,ada apakah
menangkap,menangkap
penyimpangan,penyimpangan
pmlik,pemilik
ngaji,mengaji
change,mengubah
godang,
gag,gak
berbunga,ber bunga
atulah,atulah
haru,haru
mustafa,mustafa
medsos,media sosial
hs,having sex
berpenghasilan,berpenghasilan
datangdatang,datang datang
anggaplah,anggap lah
c,
untunge,beruntung
idamanku,idaman ku
marahnya,marah nya
penghuni,penghuni
start,mula
eating,makan
fakir,fakir
saia,saya
aa,abang
instalaai,instalaai
fix,pasti
indomie,indomie
joke,lelucon
nano,nano
leluconpadahal,lelucon padahal
umpetin,menyembunyikan
membebaskan,membebaskan
solusinya,solusi nya
wkwkkw,wkwk
ngetik,mengetik
dihadapkan,dihadapkan
berminggu,berminggu
menikmatinya,menikmatinya
priceless,sanat berharga
sariwates,sari wates
ceritakan,ceritakan
cewekjd,cewek jadi
mngkin,mungkin
subhanalloh,subhanallah
euy,cuy
avatar,karakter
masters,masters
stuff,benda
rikues,meminta
melempari,melemparkan
billy,billy
jiyeee,cie
etapi,tapi
bahagiaku,bahagia ku
menangdi,menang di
kmd,kamar mandir
satenya,satai nya
kompromi,kompromi
mushola,mushola
perkumpulan,perkumpulan
digemari,di gemari
berkedok,berkedok
inysllh,insya allah
keseluruh,ke seluruh
choicefandom,pilihan komunitas
syng,sayang
smabanyak,sama banyak
idmy,
gadibaless,tidak dibalas
menrut,menurut
terhadp,terhadap
naha,kenapa
bukalapak,buka lapak
pudar,pudar
walet,dompet
debat,debat
aplikasinya,aplikasi nya
gempaliterasi,gempa literasi
ttd,tanda tangan
profile,profil
bagiku,bagi ku
ar,
tenganan,
maklumlahyo,maklum lah ya
menantinya,menanti nya
rekrut,rekrut
hufthkek,huft kayak
general,umum
yahh,yah
awards,penghargaan
suster,suster
smua,semua
mig,mig
pangkuan,pangkuan
bismillah,bismillah
dihargai,dihargai
sebulan,satu bulan
bangetngetnget,banget
pom,pom
keberhasilan,keberhasilan
lagigue,lagi saya
lika,lika liku
ditawar,ditawari
bung,bung
knl,kenal
aaa,terika
bejad,bejat
seseorangmaka,seseorang maka
digodain,digoda
selonongan,selonong
langsu,langsung
jawayg,jawa yang
mantanmu,mantan mu
proyek,proyek
dinda,dinda
bwa,bawa
tertawa,tertawa
gasuka,tidak suka
gituuuu,begitu
ituatau,itu atau
membaik,membaik
nombok,tombok
ippnumudahhan,IPPNU mudah-mudahan
indonesiajokowiperiode,indonesia jokowi periode
sedekahmu,sedekah mu
taik,tahi
piyik,kecil
irasional,irasional
orng,orang
dibakar,di bakar
sakitnya,sakit nya
penumpang,penumpang
dibuka,di buka
menyebalkan,menyebalkan
ketebalan,ketebalan
timses,tim sukses
gonjak ganyuk,tidak sopan
happybaekhoday,happy baekho day
drngan,dengan
mile,mil
sahurnya,sahur nya
eval,evaluasi
blusukan,masuk
peramal,peramal
mkn,makan
bersamamu,bersama mu
kemah,kemah
lancarr,lancar
kekgitu,kayak begitu
restore,memulihkan
alihalih,alih-alih
setimpal,setimpal
tuamu,tua mu
tipikal,tipikal
banjarmasin,banjarmasin
milih,pilih
ride,mengendarai
mnerima,menerima
kerumah,ke rumah
menguasai,menguasai
sentuhan,sentuhan
sebisa,sebisanya
org,orang
fisikanya,fisika nya
classic,klasik
gakcuma,tidak cuma
upn,Universitas Pembangunan Nasional
minim,minimum
anter,antar
mempetahankan,mempertahankan
wkkw,wkwk
nih,nih
mnritas,minoritas
halu,halusinasi
riil,benar
apsara,apsara
penjara,penjara
duhhmaapin,duh maafkan
action,tindakan
selfish,egois
membolakbalikkan,membalikkan
kulewati,ku melewati
amatiran,amatir
mendengar,mendengar
ditembak,ditembak
tman,teman
rantainya,rantainya
penyempurna,penyempurnaan
diketawain,ditertawakan
inibelumtunggu,ini belum tunggu
berlanjut,berlanjut
doakan,mendoakan
biduan,biduan
ketampanan,ketampanan
lek,kalau
cenayang,cenayang
presence,kehadiran
laah,lah
soalnnya,soalnya
