,Slang,Formal
14582,bgt,banget
14583,liatnya,lihatnya
14584,yg,yang
14585,ja,saja
14586,gak,enggak
14587,ma,sama
14588,pdahal,padahal
14589,org,orang
14590,mlu,melulu
14591,sgtu,sebegitu
14592,yg,yang
14593,paati,pasti
14594,th,tahu
14595,yg,yang
14596,jg,juga
14597,kluarga,keluarga
14598,jng,jangan
14599,kutuu,kutu
14600,setelur2nya,setelur-telurnya
14601,yg,yang
14602,bgt,banget
14603,kl,kalo
14604,kluarga,keluarga
14605,ni,ini
14606,seneng,senang
14607,bgt,banget
14608,dech,deh
14609,seneng,senang
14610,bgt,banget
14611,liatnya,lihatnya
14612,ak,aku
14613,yg,yang
14614,khadiran,kehadiran
14615,dlm,dalam
14616,kel,keluarga
14617,dg,dengan
14618,srta,serta
14619,d,di
14620,tmbah,tambah
14621,kcil,kecil
14622,cntik,cantik
14623,mmberi,memberi
14624,kberkahn,keberkahan
14625,kbahagiaan,kebahagiaan
14626,smoga,semoga
14627,tntram,tentram
14628,brsama,bersama
14629,kel,keluarga
14630,hngga,hingga
14631,kl,kalo
14632,ad,ada
14633,yg,yang
14634,brpndapat,berpendapat
14635,mnilai,menilai
14636,trutama,terutama
14637,jgn,jangan
14638,d,di
14639,hiraukn,hiraukan
14640,diamkn,diamkan
14641,sj,saja
14642,hrsny,harusny
14643,mreka,mereka
14644,brsyukur,bersyukur
14645,in,ini
14646,mmberikn,memberikan
14647,utk,untuk
14648,d,di
14649,rasakn,rasakan
14650,d,di
14651,utk,untuk
14652,cari2,cari-cari
14653,kesalahanny,kesalahannya
14654,kekuranganny,kekurangannya
14655,seandainy,seandainya
14656,yg,yang
14657,sdh,sudah
14658,it,itu
14659,trutama,terutama
14660,tiba2,tiba-tiba
14661,matany,matanya
14662,krn,karena
14663,perasaanny,perasaannya
14664,gak,enggak
14665,milih,memilih
14666,sukak,suka
14667,bgt,banget
14668,liat,lihat
14669,mmg,memang
14670,gk,enggak
14671,slh,salah
14672,yaa,ya
14673,dede,adek
14674,yg,yang
14675,diindonesis,diindonesia
14676,seneng,senang
14677,liyatnya,lihatnya
14678,kayahhh,kaya
14679,yg,yang
14680,beneran,benaran
14681,tu,itu
14682,org,orang
14683,tai,tahi
14684,gw,gue
14685,hrs,harus
14686,ala2,ala-ala
14687,ala2,ala-ala
14688,indo,indonesia
14689,kk,kakak
14690,nonton,menonton
14691,yook,yuk
14692,yoookkkk,yuk
14693,siihh,sih
14694,elus2,elus-elus
14695,asliiiii,asli
14696,nonton,menonton
14697,aduuhhhh,aduh
14698,baper,bawa perasaan
14699,yha,ya
14700,yg,yang
14701,engga,enggak
14702,ampuuun,ampun
14703,yg,yang
14704,ngatain,mengatai
14705,belom,belum
14706,ngaca,mengaca
14707,ngomong,mengomong
14708,diajarin,diajari
14709,bgt,banget
14710,yg,yang
14711,ngatain,mengatai
14712,dengerin,mendengarkan
14713,gk,enggak
14714,sampe,sampai
14715,yaaa,ya
14716,liat,lihat
14717,ngehina,menghina
14718,gini,begini
14719,lucu2,lucu-lucu
14720,ngatain,mengatai
14721,d,di
14722,rmh,rumah
14723,ga,enggak
14724,bgt,banget
14725,ngatain,mengatai
14726,ga,enggak
14727,padahl,padahal
14728,knp,kenapa
14729,kasian,kasihan
14730,ga,enggak
14731,doank,doang
14732,tpi,tapi
14733,kasian,kasihan
14734,udahlah,sudahlah
14735,bgt,banget
14736,jelekin,menjelekkan
14737,org,orang
14738,org,orang
14739,yg,yang
14740,ngatain,mengatai
14741,kek,kayak
14742,gitu,begitu
14743,nggak,enggak
14744,ngaca,mengaca
14745,dikatain,dikatai
14746,kek,kayak
14747,org,orang
14748,ngatain,mengatai
14749,org,orang
14750,btul,betul
14751,tu,itu
14752,mrk,mereka
14753,gimana,bagaimana
14754,ga,enggak
14755,d,di
14756,sekolahin,sekolahkan
14757,astagaaaa,astaga
14758,ank,anak
14759,gak,enggak
14760,ortu,orang tua
14761,"kecil""",kecil-kecil
14762,da,dah
14763,jd,jadi
14764,jgn,jangan
14765,karna,karena
14766,klo,kalo
14767,dr,dari
14768,donk,dong
14769,yg,yang
14770,"keren""",keren-keren
14771,ngomongnya,mengomongnya
14772,engga,enggak
14773,kejahatn,kejahatan
14774,bhwa,bahwa
14775,slam,salam
14776,ngatain,mengatai
14777,ngelewati,melewati
14778,gak,enggak
14779,yaaaa,ya
14780,kalu,kalau
14781,kalu,kalau
14782,jngan,jangan
14783,ngerendahin,merendahkan
14784,nyalahin,menyalahkan
14785,apaalahh,apalah
14786,gak,enggak
14787,ngerasa,merasa
14788,ga,enggak
14789,d,di
14790,klo,kalo
14791,tnp,tanpa
14792,menyebut2,menyebut-nyebut
14793,hny,hanya
14794,sm,sama
14795,tp,tapi
14796,jg,juga
14797,ap,apa
14798,yg,yang
14799,sy,saya
14800,tdk,tidak
14801,klo,kalo
14802,d,di
14803,d,di
14804,sbg,sebagai
14805,ortu,orang tua
14806,hrus,harus
14807,jgn,jangan
14808,yg,yang
14809,slh,salah
14810,klo,kalo
14811,bgtu,begitu
14812,ga,enggak
14813,yg,yang
14814,bener,benar
14815,yg,yang
14816,slh,salah
14817,yg,yang
14818,kmu,kamu
14819,gak,enggak
14820,nyangka,menyangka
14821,kmu,kamu
14822,udah,sudah
14823,jngan,jangan
14824,sy,saya
14825,kmrn,kemarin
14826,na,nya
14827,bkn,bukan
14828,utk,untuk
14829,tp,tapi
14830,utk,untuk
14831,yg,yang
14832,d,di
14833,lg,lagi
14834,yg,yang
14835,mnt,minta
14836,sprti,seperti
14837,sm,sama
14838,kiya,kita
14839,aja,saja
14840,gak,enggak
14841,ngaca,mengaca
14842,gak,enggak
14843,yah,ya
14844,smpe,sampai
14845,ga,enggak
14846,yg,yang
14847,sampe,sampai
14848,bgt,banget
14849,ga,enggak
14850,miriiiiip,mirip
14851,dirimuuu,dirimu
14852,yg,yang
14853,udh,sudah
14854,cantiik,cantik
14855,aamiin,amin
14856,pake,pakai
14857,gini,begini
14858,amiiiiinnn,amin
14859,bsk,besok
14860,diginiin,dibeginikan
14861,gini,begini
14862,yaah,ya
14863,yoiiu,yoi
14864,yaaa,ya
14865,semuanyaaaa,semuanya
14866,tp,tapi
14867,yaa,ya
14868,smg,semoga
14869,cpt,cepat
14870,nyusul,menyusul
14871,yah,ya
14872,artis2,artis-artis
14873,yg,yang
14874,suka.a,sukanya
14875,jdii,jadi
14876,ikut2an,ikut-ikutan
14877,ni,nih
14878,blnja,belanja
14879,d,di
14880,fto,foto
14881,sma,sama
14882,brangnya,barangnya
14883,"sama""",sama-sama
14884,bgus,bagus
14885,jga,juga
14886,bgs,bagus
14887,bngt,banget
14888,hdp,hidup
14889,kk,kakak
14890,lw,kalau
14891,ada2,ada-ada
14892,aja,saja
14893,yg,yang
14894,nimpuk,menimpuk
14895,ga,enggak
14896,gara2,gara-gara
14897,rekomendasiin,merekomendasikan
14898,abiss,habis
14899,temennya,temannya
14900,gk,enggak
14901,tp,tapi
14902,tdk,tidak
14903,prlu,perlu
14904,lg,lagi
14905,karna,karena
14906,yaa,ya
14907,gw,gue
14908,coyyy,coy
14909,gk,enggak
14910,tdk,tidak
14911,prlu,perlu
14912,lg,lagi
14913,suaranyaa,suaranya
14914,denger,dengar
14915,bgt,banget
14916,jgn,jangan
14917,yg,yang
14918,bener,benar
14919,udh,sudah
14920,ngurusin,mengurusi
14921,hdup,hidup
14922,org,orang
14923,aja,saja
14924,yg,yang
14925,baik2,baik-baik
14926,klo,kalo
14927,belain,membela
14928,krn,karena
14929,kluarga,keluarga
14930,yg,yang
14931,aja,saja
14932,jalanin,menjalani
14933,hdup,hidup
14934,gk,enggak
14935,d,di
14936,yg,yang
14937,jnagn,jangan
14938,tar,entar
14939,gw,gue
14940,sma,sama
14941,tp,tapi
14942,gara2,gara-gara
14943,gw,gue
14944,kcwa,kecewa
14945,udah,sudah
14946,yg,yang
14947,bgt,banget
14948,skrg,sekarang
14949,jaman2,jaman-jaman
14950,sm,sama
14951,dlu,dulu
14952,sok2an,sok-sokan
14953,dket2in,dekat-dekati
14954,jd,jadi
14955,cobak,coba
14956,dehh,deh
14957,psti,pasti
14958,msh,masih
14959,britanya,beritanya
14960,ehhh,eh
14961,ilang,hilang
14962,tau2,tau-tau
14963,pcrn,pacaran
14964,sm,sama
14965,trs,terus
14966,mahh,mah
14967,emg,memang
14968,g,enggak
14969,tetep,tetap
14970,ngatain,mengatai
14971,sii,sih
14972,yg,yang
14973,trlalu,terlalu
14974,sbg,sebagai
14975,jamam,jaman
14976,skrg,sekarang
14977,org,orang
14978,yg,yang
14979,org,orang
14980,yg,yang
14981,gini,begini
14982,yaaa,ya
14983,utk,untuk
14984,tetep,tetap
14985,yaa,ya
14986,dengerin,mendengarkan
14987,aja,saja
14988,yg,yang
14989,sma,sama
14990,yg,yang
14991,ngga,enggak
14992,ngebela,membela
14993,siapa2,siapa-siapa
14994,kog,kok
14995,paraa,para
14996,seharusny,seharusnya
14997,berfikir,berpikir
14998,dasaar,dasar
14999,ngk,enggak
15000,bergunaa,berguna
15001,mulutnyaaa,mulutnya
15002,pnya,punya
15003,tmen,teman
15004,ko,kok
15005,pda,pada
15006,nusuk,menusuk
15007,dr,dari
15008,blkng,belakang
15009,udah,sudah
15010,nyindir,menyindir
15011,ama,sama
15012,tp,tapi
15013,aja,saja
15014,ama,sama
15015,s,si
15016,pd,pada
15017,kcewa,kecewa
15018,lucuk,lucu
15019,jd,jadi
15020,gk,enggak
15021,gak,enggak
15022,mnusuk,menusuk
15023,dri,dari
15024,blkang,belakang
15025,tp,tapi
15026,emang,memang
15027,lgsg,langsung
15028,jd,jadi
15029,syp,siapa
15030,yg,yang
15031,muna,munafik
15032,sukak,suka
15033,ma,sama
15034,skrg,sekarang
15035,gak,enggak
15036,gr2,gara-gara
15037,nembak,menembak
15038,dri,dari
15039,blkng,belakang
15040,aja,saja
15041,yg,yang
15042,trmanis,termanis
15043,y,ya
15044,krng,kurang
15045,mksh,terima kasih
15046,nembak,menembak
15047,kaciiaann,kasihan
15048,uda,sudah
15049,sok2an,sok-sokan
15050,nyela,mencela
15051,org,orang
15052,sndiri,sendiri
15053,bgt,banget
15054,nyindir,menyindir
15055,jgn,jangan
15056,pake,pakai
15057,gtu,begitu
15058,keles,kali
15059,lg,lagi
15060,temen,teman
15061,ga,enggak
15062,bener,benar
15063,belain,membela
15064,inget,ingat
15065,ngomong,mengomong
15066,ngejilat,menjilat
15067,ga,enggak
15068,yaah,ya
15069,gtu,begitu
15070,yak,ya
15071,gk,enggak
15072,inget,ingat
15073,yg,yang
15074,sm,sama
15075,gimana,bagaimana
15076,jgn,jangan
15077,donk,dong
15078,ntar,entar
15079,y,ya
15080,sy,saya
15081,bs,bisa
15082,yg,yang
15083,ny,nya
15084,hallooo,halo
15085,deketin,dekati
15086,baget,banget
15087,hy,hai
15088,kk,kakak
15089,km,kamu
15090,hallooo,halo
15091,tayik,tahi
15092,ga,enggak
15093,liat,lihat
15094,halooo,halo
15095,ustzah,ustazah
15096,klo,kalo
15097,halow,halo
15098,jga,juga
15099,yg,yang
15100,mn,mana
15101,poooolllll,pol
15102,cantik2,cantik-cantik
15103,tahannn,tahan
15104,cuantik,cantik
15105,bgt,banget
15106,ga,enggak
15107,bngt,banget
15108,klo,kalo
15109,liat,lihat
15110,kmu,kamu
15111,kyk,kayak
15112,bgni,begini
15113,aduhh,aduh
15114,bangetttt,banget
15115,jt,juta
15116,yg,yang
15117,ga,enggak
15118,prlu,perlu
15119,pke,pakai
15120,aduuh,aduh
15121,gak,enggak
15122,tp,tapi
15123,bs,bisa
15124,cm,cuma
15125,klo,kalo
15126,jg,juga
15127,utk,untuk
15128,nyimpen,menyimpan
15129,ngarsipin,mengarsipkan
15130,emang,memang
15131,cman,cuman
15132,ehh,eh
15133,nyaranin,menyarankan
15134,pingin,pengin
15135,parahh,parah
15136,gituuuuu,begitu
15137,ad,ada
15138,bsa,bisa
15139,kyy,kaya
15140,gitu,begitu
15141,y,ya
15142,kk,kakak
15143,kangenn,kangen
15144,bangett,banget
15145,kgn,kangen
15146,bgtttt,banget
15147,kangenn,kangen
15148,yaa,ya
15149,kngn,kangen
15150,bgt,banget
15151,yg,yang
15152,dlu,dulu
15153,kq,kok
15154,skrg,sekarang
15155,yg,yang
15156,udh,sudah
15157,bgt,banget
15158,sma,sama
15159,nyesek,menyesak
15160,pngn,pengin
15161,dlu,dulu
15162,kangeen,kangen
15163,liat,lihat
15164,yg,yang
15165,bkn,bukan
15166,rinduuuuuuu,rindu
15167,kangennnn,kangen
15168,kangenn,kangen
15169,b2,berdua
15170,bgini,begini
15171,lucuuu,lucu
15172,bgt,banget
15173,kangeeeennn,kangen
15174,sm,sama
15175,klian,kalian
15176,mg,moga
15177,bsok,besok
15178,bgus,bagus
15179,bs,bisa
15180,jd,jadi
15181,aamiiiiinnn,amin
15182,gemezzzz,gemas
15183,bgt,banget
15184,mang,memang
15185,ber2,berdua
15186,kangennnnnn,kangen
15187,kangennn,kangen
15188,bgt,banget
15189,klian,kalian
15190,prh,parah
15191,jg,juga
15192,y,ya
15193,bakattt,bakat
15194,pinter,pintar
15195,bgt,banget
15196,bet,banget
15197,napsuu,napsu
15198,bgt,banget
15199,lucuuu,lucu
15200,gak,enggak
15201,mauu,mau
15202,gemesin,menggemaskan
15203,gmau,enggak mau
15204,luccu,lucu
15205,ehh,eh
15206,ngeselin,mengesalkan
15207,prasaan,perasaan
15208,gmna,bagaimana
15209,gak,enggak
15210,lahirr,lahir
15211,karna,karena
15212,aq,aku
15213,aq,aku
15214,kyknya,kayaknya
15215,g,enggak
15216,jelekin,menjelekkan
15217,ngingetin,mengingatkan
15218,klo,kalo
15219,jd,jadi
15220,yg,yang
15221,ma,sama
15222,setujuuuu,setuju
15223,jd,jadi
15224,sering2,sering-sering
15225,tuk,untuk
15226,org,orang
15227,klo,kalo
15228,org,orang
15229,dlu,dulu
15230,g,enggak
15231,mantappp,mantap
15232,bnr,benar
15233,ceemen,cemen
15234,bgtt,banget
15235,ga,enggak
15236,nyindir,menyindir
15237,ngakak,mengakak
15238,bc,baca
15239,bener,benar
15240,"sembunyi""""",sembunyi-sembunyi
15241,dn,dan
15242,yg,yang
15243,dri,dari
15244,yg,yang
15245,utk,untuk
15246,dri,dari
15247,skrnh,sekarang
15248,cerdiik,cerdik
15249,jg,juga
15250,jeniuss,jenius
15251,sipp,sip
15252,kurangin,kurangi
15253,bener,benar
15254,bangettt,banget
15255,neh,nih
15256,mkin,makin
15257,aja,saja
15258,k,kak
15259,mkin,makin
15260,kreen,keren
15261,bsa,bisa
15262,ank,anak
15263,yah,ya
15264,s'lalu,selalu
15265,met,selamat
15266,met,selamat
15267,bingitt,banget
15268,mauuuuuu,mau
15269,gak,enggak
15270,blh,boleh
15271,mintk,minta
15272,gk,enggak
15273,kya,kaya
15274,nyolong,mencolong
15275,km,kamu
15276,emg,memang
15277,donk,dong
15278,sllu,selalu
15279,pnjng,panjang
15280,psti,pasti
15281,slaluuuuu,selalu
15282,kanggggg,kang
15283,smoga,semoga
15284,smoga,semoga
15285,d,di
15286,rezeqinya,rezekinya
15287,pintr,pintar
15288,ank,anak
15289,dekk,dek
15290,aq,aku
15291,maw,mau
15292,ngakak,mengakak
15293,njirr,anjir
15294,jdi,jadi
15295,kura2,kura-kura
15296,jdi,jadi
15297,edaaann,edan
15298,gw,gue
15299,nempel,menempel
15300,yg,yang
15301,udah,sudah
15302,ga,enggak
15303,bangettttt,banget
15304,hatiiii,hati
15305,sukkaa,suka
15306,sukaa,suka
15307,sukaaa,suka
15308,sm,sama
15309,luuuucuuu,lucu
15310,caantiiik,cantik
15311,lucuuu,lucu
15312,kaka,kakak
15313,dapetin,mendapatkan
15314,prodak,produk
15315,ga,enggak
15316,trims,terima kasih
15317,yah,ya
15318,luucuuu,lucu
15319,bngt,banget
15320,ngambek,mengambek
15321,lucuuu,lucu
15322,cantikk,cantik
15323,bgt,banget
15324,cantikk,cantik
15325,hnya,hanya
15326,putihh,putih
15327,yg,yang
15328,lohh,loh
15329,ga,enggak
15330,yg,yang
15331,ga,enggak
15332,"terus""an",terus-terusan
15333,sihh,sih
15334,ntar,entar
15335,nyesel,menyesal
15336,lohh,loh
15337,gemez,gemas
15338,yah,ya
15339,lutuna,lucunya
15340,bnget,banget
15341,bgt,banget
15342,siiih,sih
15343,gemes,gemas
15344,yuu,yuk
15345,gemes,gemas
15346,ternyataa,ternyata
15347,rekomendasiin,rekomendasikan
15348,cantikk,cantik
15349,pollll,pol
15350,sekaliiii,sekali
15351,yaaa,ya
15352,ga,enggak
15353,peduliin,mempedulikan
15354,org,orang
15355,komntr,komentar
15356,aj,saja
15357,mcm,macam
15358,yg,yang
15359,kk,kakak
15360,hrus,harus
15361,smngat,semangat
15362,dosax,dosanya
15363,pahalax,pahalanya
15364,kk,kakak
15365,yg,yang
15366,sy,saya
15367,dgn,dengan
15368,kk,kakak
15369,org,orang
15370,d,di
15371,akhirt,akhirat
15372,krn,karena
15373,lgsung,langsung
15374,dr,dari
15375,qt,kita
15376,tinggalkn,tinggalkan
15377,rumh,rumah
15378,tnpa,tanpa
15379,mk,maka
15380,dosax,dosanya
15381,ga,enggak
15382,bs,bisa
15383,trhtung,terhitung
15384,lg,lagi
15385,kk,kakak
15386,cantikkkkk,cantik
15387,bget,banget
15388,tteh,teteh
15389,naaaa,nya
15390,ademmm,adem
15391,lanjutin,lanjutkan
15392,akuu,aku
15393,sukaa,suka
15394,bangett,banget
15395,samaa,sama
15396,kaka,kakak
15397,udh,sudah
15398,cerdass,cerdas
15399,cantikk,cantik
15400,lagii,lagi
15401,pake,pakai
15402,hijabb,hijab
15403,tambahh,tambah
15404,polll,pol
15405,cantiknyaa,cantiknya
15406,cantikk,cantik
15407,kaa,kak
15408,kaa,kak
15409,didengerin,didengarkan
15410,kaa,kak
15411,dlu,dulu
15412,mantapppppp,mantap
15413,kl,kalo
15414,blm,belum
15415,bs,bisa
15416,wktu,waktu
15417,ngerespon,merespons
15418,yg,yang
15419,tehh,teh
15420,diemin,diamkan
15421,ahh,ah
15422,yg,yang
15423,dulurrr,dulur
15424,tetehh,teteh
15425,slalu,selalu
15426,brusaha,berusaha
15427,pahamin,memahami
15428,klo,kalo
15429,yg,yang
15430,lebh,lebih
15431,krna,karena
15432,alloh,allah
15433,smoga,semoga
15434,slalu,selalu
15435,aminn,amin
15436,amin2,amin-amin
15437,sm,sama
15438,yg,yang
15439,ksh,kasih
15440,positippp,positif
15441,hrs,harus
15442,smg,semoga
15443,yg,yang
15444,qta,kita
15445,utk,untuk
15446,skrg,sekarang
15447,yg,yang
15448,jauuhhh,jauh
15449,lbh,lebih
15450,lg,lagi
15451,semangatt,semangat
15452,trs,terus
15453,sneng,senang
15454,liat,lihat
15455,k',kak
15456,brhjb,berhijab
15457,mdh2n,mudah-mudahan
15458,bsa,bisa
15459,slmnya,salamnya
15460,k',kak
15461,amiiin,amin
15462,jlbb,jilbab
15463,dempga,semoga
15464,selmnya,selamanya
15465,pke,pakai
15466,tth,teteh
15467,aamiin,amin
15468,otot2,otot-otot
15469,dgn,dengan
15470,lengkeeett,lengket
15471,caaannnttiikkk,cantik
15472,bgt,banget
15473,pake,pakai
15474,wahh,wah
15475,kemaren,kemarin
15476,kaaa,kak
15477,sukaaaa,suka
15478,bgt,banget
15479,cantikkk,cantik
15480,jgn,jangan
15481,y,ya
15482,tmbh,tambah
15483,trusss,terus
15484,kk,kakak
15485,kk,kakak
15486,gn,begini
15487,sm,sama
15488,ademm,adem
15489,apalagiii,apalagi
15490,passs,pas
15491,beginii,begini
15492,satuu,satu
15493,udh,sudah
15494,lahh,lah
15495,cuantek,cantik
15496,bgt,banget
15497,akuuuur,akur
15498,jd,jadi
15499,sm,sama
15500,kerennnn,keren
15501,iniehh,ini
15502,bangettt,banget
15503,dehhh,deh
15504,bgtu,begitu
15505,sayangx,sayangnya
15506,gk,enggak
15507,jd,jadi
15508,jodohx,jodohnya
15509,bgmn,bagaimana
15510,lg,lagi
15511,kaliaan,kalian
15512,sm2,sama-sama
15513,haslnya,hasilnya
15514,stlh,setelah
15515,skrng,sekarang
15516,ak,aku
15517,kencng,kencang
15518,jg,juga
15519,kk,kakak
15520,bgt,banget
15521,trus,terus
15522,sm,sama
15523,kk,kakak
15524,jgn,jangan
15525,bundaa,bunda
15526,klu,kalau
15527,laki2,laki-laki
15528,bgitu,begitu
15529,msh,masih
15530,jng,jangan
15531,krn,karena
15532,neh,nih
15533,kluarga,keluarga
15534,pmbantu,pembantu
15535,yg,yang
15536,y,ya
15537,gg,enggak
15538,nahan,menahan
15539,emng,memang
15540,smga,semoga
15541,kmbl,kembali
15542,ad,ada
15543,kmbali,kembali
15544,kpd,kepada
15545,amiiiin,amin
15546,bru,baru
15547,cuchook,cocok
15548,kloop,klop
15549,sempurnaa,sempurna
15550,sneng,senang
15551,bnget,banget
15552,inii,ini
15553,klrga,keluarga
15554,kyk,kayak
15555,dlu,dulu
15556,klihatan,kelihatan
15557,cintax,cintanya
15558,bgtu,begitu
15559,ma,sama
15560,pnuh,penuh
15561,skrg,sekarang
15562,g,enggak
15563,ngrti,mengerti
15564,lg,lagi
15565,ap,apa
15566,artix,artinya
15567,smoga,semoga
15568,lg,lagi
15569,trlalu,terlalu
15570,untk,untuk
15571,"mudah""an",mudah-mudahan
15572,dpt,dapat
15573,yg,yang
15574,lbh,lebih
15575,"segala""ny",segala-galanya
15576,dr,dari
15577,mantanny,mantannya
15578,yg,yang
15579,y,ya
15580,org,orang
15581,pst,pasti
15582,jodohny,jodohnya
15583,org,orang
15584,jg,juga
15585,anak2nya,anak-anaknya
15586,smoga,semoga
15587,dpt,dapat
15588,yg,yang
15589,amiiin,amin
15590,cocokkk,cocok
15591,cantk,cantik
15592,ituuu,itu
15593,gak,enggak
15594,nyesel,menyesal
15595,seneng,senang
15596,ngeliat,melihat
15597,gk,enggak
15598,tdk,tidak
15599,gk,enggak
15600,knpa,kenapa
15601,kaasian,kasihan
15602,smua,semua
15603,dpt,dapat
15604,laki2,laki-laki
15605,tp,tapi
15606,padhl,padahal
15607,"ank""",anak-anak
15608,d,di
15609,pkrin,pikirkan
15610,kn,kan
15611,anakx,anaknya
15612,yg,yang
15613,jagain,menjaga
15614,jngan,jangan
15615,sia2kan,sia-siakan
15616,klian,kalian
15617,masi,masih
15618,jdi,jadi
15619,pgn,pengin
15620,mauu,mau
15621,wowww,wow
15622,naaahhh,nah
15623,km,kamu
15624,blm,belum
15625,beluumm,belum
15626,sayangggq,sayangku
15627,bsk,besok
15628,woow,wow
15629,kreean,keren
15630,banger,banget
15631,ciiieee,cie
15632,cieee,cie
15633,cieeee,cie
15634,berenanh,berenang
15635,yuuk,yuk
15636,yukk,yuk
15637,pacarr,pacar
15638,kuu,ku
15639,pen,pengin
15640,bingitss,banget
15641,besokkk,besok
15642,anjirrrr,anjir
15643,jdi,jadi
15644,pcrn,pacaran
15645,bngt,banget
15646,gk,enggak
15647,annnnjjjjjjrrrr,anjir
15648,brp,berapa
15649,dehh,deh
15650,ngeliatin,melihati
15651,org,orang
15652,trmasuk,termasuk
15653,anak2,anak-anak
15654,trll,terlalu
15655,ngumbar2,mengumbar-umbar
15656,brdua,berdua
15657,romantiss,romantis
15658,bgt,banget
15659,ciee,cie
15660,cocook,cocok
15661,syg,sayang
15662,lucuuuuuuuu,lucu
15663,yank,sayang
15664,lucuuuuu,lucu
15665,kaaaaaann,kan
15666,nyaaaaaaa,nya
15667,lgs,langsung
15668,yaang,yang
15669,ga,enggak
15670,ngeluarin,mengeluarkan
15671,lagiiii,lagi
15672,bangedt,banget
15673,bgt,banget
15674,dahh,dah
15675,njir,anjir
15676,bgt,banget
15677,gde,gede
15678,bgt,banget
15679,gn,begini
15680,lutunaaa,lucunya
15681,bgt,banget
15682,bikinnn,bikin
15683,keee,ke
15684,bungkuuussss,bungkus
15685,bgt,banget
15686,pngn,pengin
15687,pnya,punya
15688,kyk,kayak
15689,lucux,lucunya
15690,lucuu,lucu
15691,gemes,gemas
15692,lucuu,lucu
15693,bntr,bentar
15694,lg,lagi
15695,jgn,jangan
15696,bgt,banget
15697,c,sih
15698,gemesss,gemas
15699,bangettt,banget
15700,yaa,ya
15701,buanyaaak,banyak
15702,aaamiiinnn,amin
15703,aamiin,amin
15704,aaamiiin,amin
15705,aamiin,amin
15706,ntap,mantap
15707,abgnyaah,abangnya
15708,abg,abang
15709,mungkiin,mungkin
15710,akuhh,aku
15711,amiin,amin
15712,pastii,pasti
15713,foto2,foto-foto
15714,yukkk,yuk
15715,bgt,banget
15716,ngelihat,melihat
15717,lbh,lebih
15718,manteb,mantap
15719,hiduupppp,hidup
15720,org,orang
15721,lucu2,lucu-lucu
15722,yak,ya
15723,tebel,tebal
15724,bgt,banget
15725,bkn,bukan
15726,orng,orang
15727,nganggepin,menanggapi
15728,nganggepin,menanggapi
15729,ttp,tetap
15730,"mentang""",mentang-mentang
15731,gk,enggak
15732,ky,kaya
15733,najiss,najis
15734,ngarep,mengharap
15735,lg,lagi
15736,gw,gue
15737,jgan,jangan
15738,gw,gue
15739,perjabatt,pejabat
15740,yg,yang
15741,baikk,baik
15742,tp,tapi
15743,org2,orang-orang
15744,cm,cuma
15745,knp,kenapa
15746,makany,makanya
15747,jngn,jangan
15748,bangettt,banget
15749,semngat,semangat
15750,benneeeeeerr,benar
15751,pede,percaya diri
15752,males,malas
15753,ama,sama
15754,krjaan,pekerjaan
15755,pnting,penting
15756,jga,juga
15757,bkan,bukan
15758,kdng,kadang
15759,kdang,kadang
15760,knan,kanan
15761,kdng,kadang
15762,tdk,tidak
15763,ginii,begini
15764,ngaca,mengaca
15765,ngerasa,merasa
15766,ngeri2,ngeri-ngeri
15767,"mentang""",mentang-mentang
15768,anak'y,anaknya
15769,udh,sudah
15770,trknal,terkenal
15771,ajah,saja
15772,gak,enggak
15773,"gtu""",begitu-gitu
15774,klok,kalo
15775,org,orang
15776,yg,yang
15777,yaa,ya
15778,aamiiiinnnnn,amin
15779,iyaa,iya
15780,kerenn,keren
15781,nnti,nanti
15782,kmu,kamu
15783,kek,kayak
15784,gtu,begitu
15785,jg,juga
15786,brpa,berapa
15787,ky,kaya
15788,kmren,kemarin
15789,bgt,banget
15790,jg,juga
15791,ksh,kasih
15792,kerenn,keren
15793,kannn,kan
15794,pengennnn,pengin
15795,kann,kan
15796,iyaa,iya
15797,kerenn,keren
15798,pengen,pengin
15799,tp,tapi
15800,dlu,dulu
15801,bgt,banget
15802,sama2,sama-sama
15803,emg,memang
15804,guw,gue
